phase,original,quarantined_to
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0242_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0242_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0243_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0243_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0244_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0244_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0245_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0245_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0246_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0246_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0247_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0247_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0248_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0248_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0249_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0249_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0250_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0250_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0251_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0251_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0252_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0252_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0253_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0253_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0254_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0254_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0255_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0255_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0256_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0256_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0257_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0257_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0258_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0258_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0259_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0259_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0260_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0260_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0261_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0261_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0262_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0262_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0263_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0263_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0264_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0264_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0265_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0265_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0266_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0266_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0267_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0267_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0268_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0268_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0269_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0269_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0270_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0270_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0271_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0271_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0272_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0272_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0273_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0273_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0274_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0274_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0275_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0275_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0276_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0276_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0277_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0277_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0278_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0278_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0279_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0279_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0280_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0280_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0281_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0281_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0282_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0282_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0283_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0283_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0284_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0284_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0285_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0285_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0286_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0286_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0287_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0287_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0288_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0288_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0289_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0289_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0290_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0290_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0291_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0291_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0292_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0292_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0293_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0293_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0294_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0294_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0295_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0295_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0296_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0296_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0297_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0297_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0298_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0298_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0299_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0299_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0300_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0300_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0301_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0301_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0302_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0302_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0303_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0303_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0304_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0304_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0305_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0305_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0306_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0306_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0307_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0307_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0308_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0308_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0309_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0309_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0310_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0310_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0311_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0311_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0312_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0312_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0313_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0313_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0314_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0314_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0315_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0315_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0316_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0316_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0317_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0317_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0318_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0318_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0319_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0319_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0320_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0320_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0321_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0321_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0322_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0322_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0323_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0323_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0324_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0324_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0325_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0325_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0326_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0326_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0327_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0327_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0328_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0328_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0329_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0329_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0330_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0330_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0331_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0331_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0332_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0332_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0333_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0333_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0334_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0334_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0335_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0335_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0336_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0336_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0337_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0337_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0338_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0338_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0339_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0339_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0340_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0340_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0341_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0341_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0342_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0342_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0343_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0343_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0344_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0344_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0345_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0345_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0346_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0346_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0347_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0347_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0348_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0348_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0349_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0349_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0350_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0350_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0351_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0351_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0352_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0352_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0353_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0353_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0354_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0354_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0355_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0355_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0356_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0356_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0357_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0357_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0358_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0358_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0359_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0359_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0360_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0360_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0361_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0361_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0362_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0362_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0363_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0363_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0364_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0364_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0365_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0365_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0366_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0366_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0367_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0367_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0368_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0368_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0369_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0369_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0370_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0370_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0371_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0371_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0372_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0372_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0373_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0373_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0374_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0374_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0375_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0375_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0376_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0376_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0377_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0377_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0378_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0378_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0379_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0379_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0380_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0380_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0381_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0381_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0382_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0382_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0383_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0383_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0384_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0384_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0385_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0385_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0386_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0386_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0387_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0387_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0388_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0388_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0389_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0389_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0390_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0390_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0391_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0391_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0392_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0392_1.png
byte_identical,F:\Projects\AnimalClassification\data\prepared\dogs\afhq_0393_1.png,F:\Projects\AnimalClassification\data\_duplicates_quarantine\20260304_113007\dogs\afhq_0393_1.png
